Date,Open
2015-07-05,14588.2578125
2015-07-06,15194.7900390625
2015-07-07,15357.92578125
2015-07-08,15091.552734375
2015-07-09,15544.115234375
2015-07-10,15395.0771484375
2015-07-11,16048.71484375
2015-07-12,16514.04296875
2015-07-13,17471.990234375
2015-07-14,16531.138671875
2015-07-15,16247.466796875
2015-07-16,16244.3251953125
2015-07-17,15832.1376953125
2015-07-18,15904.12890625
2015-07-19,15644.271484375
2015-07-20,15556.623046875
2015-07-21,15963.70703125
2015-07-22,15672.06640625
2015-07-23,15905.6455078125
2015-07-24,15984.63671875
2015-07-25,16841.888671875
2015-07-26,16869.7109375
2015-07-27,17086.4609375
2015-07-28,17515.208984375
2015-07-29,17665.505859375
2015-07-30,16971.791015625
2015-07-31,17201.142578125
2015-08-01,17572.529296875
2015-08-02,17310.99609375
2015-08-03,17456.482421875
2015-08-04,17858.771484375
2015-08-05,17790.830078125
2015-08-06,17910.193359375
2015-08-07,17832.59375
2015-08-08,17909.501953125
2015-08-09,16717.037109375
2015-08-10,16981.962890625
2015-08-11,16668.560546875
2015-08-12,17383.080078125
2015-08-13,17162.283203125
2015-08-14,17057.64453125
2015-08-15,17221.6796875
2015-08-16,16984.10546875
2015-08-17,16878.103515625
2015-08-18,16778.21484375
2015-08-19,14842.15625
2015-08-20,15127.4697265625
2015-08-21,15984.134765625
2015-08-22,16063.9853515625
2015-08-23,15906.150390625
2015-08-24,15736.876953125
2015-08-25,14892.7705078125
2015-08-26,15377.6533203125
2015-08-27,15565.3515625
2015-08-28,14794.6513671875
2015-08-29,15097.341796875
2015-08-30,14989.4990234375
2015-08-31,14938.576171875
2015-09-01,14817.548828125
2015-09-02,15146.2373046875
2015-09-03,15206.58984375
2015-09-04,15099.6865234375
2015-09-05,15759.884765625
2015-09-06,16079.669921875
2015-09-07,16426.361328125
2015-09-08,16548.294921875
2015-09-09,16662.802734375
2015-09-10,16242.0029296875
2015-09-11,16111.0400390625
2015-09-12,16256.171875
2015-09-13,15943.5263671875
2015-09-14,15643.361328125
2015-09-15,15564.087890625
2015-09-16,15384.568359375
2015-09-17,14949.2705078125
2015-09-18,15272.2734375
2015-09-19,15461.771484375
2015-09-20,15364.8935546875
2015-09-21,15355.6982421875
2015-09-22,15013.9990234375
2015-09-23,15236.0029296875
2015-09-24,15335.046875
2015-09-25,15480.7822265625
2015-09-26,15396.302734375
2015-09-27,15334.9345703125
2015-09-28,15227.474609375
2015-09-29,15752.4697265625
2015-09-30,15565.232421875
2015-10-01,15416.9609375
2015-10-02,15587.4150390625
2015-10-03,15680.3564453125
2015-10-04,15768.2109375
2015-10-05,15737.9443359375
2015-10-06,15569.578125
2015-10-07,15401.7490234375
2015-10-08,15028.111328125
2015-10-09,14877.251953125
2015-10-10,15064.1806640625
2015-10-11,15126.1083984375
2015-10-12,15257.9365234375
2015-10-13,15119.8896484375
2015-10-14,15717.8095703125
2015-10-15,15790.3935546875
2015-10-16,15512.056640625
2015-10-17,16041.361328125
2015-10-18,16539.55078125
2015-10-19,16162.71484375
2015-10-20,16341.4638671875
2015-10-21,16682.16015625
2015-10-22,16719.958984375
2015-10-23,17122.216796875
2015-10-24,17190.25390625
2015-10-25,17497.435546875
2015-10-26,17633.15234375
2015-10-27,17956.421875
2015-10-28,19203.771484375
2015-10-29,19453.150390625
2015-10-30,20148.861328125
2015-10-31,21024.767578125
2015-11-01,20160.3203125
2015-11-02,20899.400390625
2015-11-03,23024.16796875
2015-11-04,25243.12890625
2015-11-05,25782.3046875
2015-11-06,24547.853515625
2015-11-07,24041.169921875
2015-11-08,24684.09765625
2015-11-09,24121.439453125
2015-11-10,24515.9609375
2015-11-11,21884.408203125
2015-11-12,20501.5078125
2015-11-13,22528.056640625
2015-11-14,22494.8984375
2015-11-15,22256.1328125
2015-11-16,21335.595703125
2015-11-17,21562.728515625
2015-11-18,21775.3125
2015-11-19,21744.09375
2015-11-20,21034.154296875
2015-11-21,20807.14453125
2015-11-22,21122.5859375
2015-11-23,20911.65625
2015-11-24,21214.751953125
2015-11-25,20945.345703125
2015-11-26,21528.470703125
2015-11-27,23159.138671875
2015-11-28,23698.08984375
2015-11-29,23720.052734375
2015-11-30,24654.130859375
2015-12-01,25022.548828125
2015-12-02,24104.3046875
2015-12-03,24224.298828125
2015-12-04,24396.021484375
2015-12-05,24742.12109375
2015-12-06,26499.478515625
2015-12-07,26571.150390625
2015-12-08,27435.646484375
2015-12-09,28782.927734375
2015-12-10,28935.220703125
2015-12-11,28529.8046875
2015-12-12,31826.2890625
2015-12-13,30371.59765625
2015-12-14,30394.03125
2015-12-15,31279.638671875
2015-12-16,32542.462890625
2015-12-17,31942.626953125
2015-12-18,32405.25
2015-12-19,32915.4375
2015-12-20,32821.8515625
2015-12-21,31444.599609375
2015-12-22,31205.810546875
2015-12-23,31100.140625
2015-12-24,30892.3046875
2015-12-25,31983.130859375
2015-12-26,32194.1484375
2015-12-27,29422.1328125
2015-12-28,29708.09375
2015-12-29,30486.02734375
2015-12-30,31314.58984375
2015-12-31,31248.578125
2016-01-01,31420.8828125
2016-01-02,31675.251953125
2016-01-03,31599.1640625
2016-01-04,31501.96875
2016-01-05,31624.86328125
2016-01-06,31639.9296875
2016-01-07,32057.533203125
2016-01-08,34212.17578125
2016-01-09,33817.8359375
2016-01-10,33434.07421875
2016-01-11,33607.48046875
2016-01-12,34220.9375
2016-01-13,33390.96484375
2016-01-14,33102.453125
2016-01-15,32796.1875
2016-01-16,28382.599609375
2016-01-17,30099.1328125
2016-01-18,29698.828125
2016-01-19,30704.70703125
2016-01-20,29891.232421875
2016-01-21,34142.9375
2016-01-22,33663.09375
2016-01-23,29868.09375
2016-01-24,30310.765625
2016-01-25,31420.95703125
2016-01-26,31379.76171875
2016-01-27,30830.400390625
2016-01-28,30821.38671875
2016-01-29,29125.775390625
2016-01-30,28590.13671875
2016-01-31,28546.97265625
2016-02-01,27811.31640625
2016-02-02,28831.37890625
2016-02-03,29913.796875
2016-02-04,28433.84375
2016-02-05,29874.951171875
2016-02-06,29963.662109375
2016-02-07,29182.771484375
2016-02-08,29163.62890625
2016-02-09,29220.537109375
2016-02-10,29982.296875
2016-02-11,29971.876953125
2016-02-12,30384.373046875
2016-02-13,30134.12109375
2016-02-14,30783.66796875
2016-02-15,31871.205078125
2016-02-16,30827.208984375
2016-02-17,31746.578125
2016-02-18,31258.9375
2016-02-19,32300.96875
2016-02-20,32469.6015625
2016-02-21,33710.7109375
2016-02-22,33804.34765625
2016-02-23,32923.94921875
2016-02-24,32142.095703125
2016-02-25,32326.400390625
2016-02-26,32000.720703125
2016-02-27,32950.86328125
2016-02-28,32930.46484375
2016-02-29,33033.17578125
2016-03-01,32756.19140625
2016-03-02,31849.197265625
2016-03-03,31133.19921875
2016-03-04,30820.646484375
2016-03-05,29543.576171875
2016-03-06,28805.95703125
2016-03-07,29399.279296875
2016-03-08,29619.865234375
2016-03-09,30219.0234375
2016-03-10,29481.123046875
2016-03-11,29820.208984375
2016-03-12,29455.09765625
2016-03-13,28759.458984375
2016-03-14,28969.671875
2016-03-15,29150.69921875
2016-03-16,29479.400390625
2016-03-17,28898.279296875
2016-03-18,28555.140625
2016-03-19,28032.8125
2016-03-20,28110.62109375
2016-03-21,28228.80078125
2016-03-22,28022.7421875
2016-03-23,28225.869140625
2016-03-24,28720.666015625
2016-03-25,28703.6484375
2016-03-26,28509.3671875
2016-03-27,28562.30859375
2016-03-28,29036.40234375
2016-03-29,29070.63671875
2016-03-30,28409.322265625
2016-03-31,28297.271484375
2016-04-01,27894.7890625
2016-04-02,28299.97265625
2016-04-03,28486.037109375
2016-04-04,28494.55859375
2016-04-05,28880.671875
2016-04-06,29113.943359375
2016-04-07,28624.849609375
2016-04-08,28807.70703125
2016-04-09,28248.748046875
2016-04-10,28166.91796875
2016-04-11,28378.318359375
2016-04-12,28212.083984375
2016-04-13,27929.544921875
2016-04-14,28099.89453125
2016-04-15,28026.697265625
2016-04-16,28529.150390625
2016-04-17,28599.61328125
2016-04-18,29021.744140625
2016-04-19,28419.408203125
2016-04-20,28675.009765625
2016-04-21,28743.5078125
2016-04-22,30048.376953125
2016-04-23,29592.017578125
2016-04-24,29903.892578125
2016-04-25,30485.634765625
2016-04-26,30725.12109375
2016-04-27,30444.810546875
2016-04-28,28983.990234375
2016-04-29,29031.755859375
2016-04-30,29445.693359375
2016-05-01,29012.654296875
2016-05-02,29235.7734375
2016-05-03,28864.60546875
2016-05-04,29862.755859375
2016-05-05,29762.12109375
2016-05-06,29509.298828125
2016-05-07,30266.998046875
2016-05-08,30187.3203125
2016-05-09,30078.703125
2016-05-10,30638.4921875
2016-05-11,29802.517578125
2016-05-12,29418.330078125
2016-05-13,29424.474609375
2016-05-14,29868.029296875
2016-05-15,29863.8359375
2016-05-16,29941.408203125
2016-05-17,29465.18359375
2016-05-18,29395.048828125
2016-05-19,29990.85546875
2016-05-20,29244.572265625
2016-05-21,29560.0078125
2016-05-22,29576.822265625
2016-05-23,29318.5703125
2016-05-24,29578.671875
2016-05-25,29537.333984375
2016-05-26,29412.37109375
2016-05-27,29868.576171875
2016-05-28,31132.638671875
2016-05-29,34716.16015625
2016-05-30,34831.20703125
2016-05-31,35116.00390625
2016-06-01,35302.09765625
2016-06-02,35918.60546875
2016-06-03,35934.09375
2016-06-04,37378.6328125
2016-06-05,37615.0234375
2016-06-06,37699.92578125
2016-06-07,38336.63671875
2016-06-08,37315.92578125
2016-06-09,37155.1484375
2016-06-10,37079.58203125
2016-06-11,37750.95703125
2016-06-12,39773.95703125
2016-06-13,43724.67578125
2016-06-14,46219.41015625
2016-06-15,45280.44140625
2016-06-16,45578.515625
2016-06-17,50455.015625
2016-06-18,48478.65625
2016-06-19,48992.21875
2016-06-20,49419.05078125
2016-06-21,47185.62890625
2016-06-22,42493.69921875
2016-06-23,38566.796875
2016-06-24,39761.421875
2016-06-25,43069.09375
2016-06-26,43111.17578125
2016-06-27,41203.73046875
2016-06-28,43592.80859375
2016-06-29,41297.046875
2016-06-30,40880.08203125
2016-07-01,42830.80078125
2016-07-02,43168.86328125
2016-07-03,44969.91015625
2016-07-04,42025.109375
2016-07-05,43765.6171875
2016-07-06,43153.734375
2016-07-07,43607.765625
2016-07-08,41210.01171875
2016-07-09,42522.9609375
2016-07-10,41515.69921875
2016-07-11,41380.73828125
2016-07-12,41607.453125
2016-07-13,42367.51171875
2016-07-14,41751.484375
2016-07-15,41362.78515625
2016-07-16,42121.01953125
2016-07-17,42007.55859375
2016-07-18,43215.8671875
2016-07-19,42200.8515625
2016-07-20,42760.58984375
2016-07-21,42377.88671875
2016-07-22,42668.04296875
2016-07-23,42108.48046875
2016-07-24,42411.578125
2016-07-25,42754.8203125
2016-07-26,42813.140625
2016-07-27,42996.3046875
2016-07-28,43204.78515625
2016-07-29,43671.796875
2016-07-30,43346.6953125
2016-07-31,43220.546875
2016-08-01,41222.66796875
2016-08-02,40603.30859375
2016-08-03,36561.88671875
2016-08-04,37590.93359375
2016-08-05,38131.26953125
2016-08-06,37634.44921875
2016-08-07,38468.3203125
2016-08-08,38765.29296875
2016-08-09,38204.69921875
2016-08-10,38076.7109375
2016-08-11,38426.18359375
2016-08-12,37850.34765625
2016-08-13,37993.59765625
2016-08-14,37879.234375
2016-08-15,36884.55078125
2016-08-16,36329.01953125
2016-08-17,36884.203125
2016-08-18,36635.78125
2016-08-19,36579.99609375
2016-08-20,36809.17578125
2016-08-21,37183.28515625
2016-08-22,37123.85546875
2016-08-23,37996.94140625
2016-08-24,37611.40234375
2016-08-25,37804.8203125
2016-08-26,37371.72265625
2016-08-27,37491.58984375
2016-08-28,36869.02734375
2016-08-29,37151.00390625
2016-08-30,37106.30859375
2016-08-31,37698.03515625
2016-09-01,37556.73828125
2016-09-02,37687.2421875
2016-09-03,37485.8984375
2016-09-04,38986.16796875
2016-09-05,39728.6796875
2016-09-06,39383.76953125
2016-09-07,39389.34765625
2016-09-08,39498.3515625
2016-09-09,40153.359375
2016-09-10,40308.484375
2016-09-11,40340.64453125
2016-09-12,39302.6640625
2016-09-13,39344.0234375
2016-09-14,39838.4140625
2016-09-15,39781.9453125
2016-09-16,39263.4296875
2016-09-17,39556.00390625
2016-09-18,39495.09375
2016-09-19,39632.16015625
2016-09-20,39342.8828125
2016-09-21,39067.59765625
2016-09-22,38196.109375
2016-09-23,37960.8828125
2016-09-24,38574.12890625
2016-09-25,38560.56640625
2016-09-26,38412.296875
2016-09-27,38871.63671875
2016-09-28,38643.80859375
2016-09-29,38153.1640625
2016-09-30,38197.78125
2016-10-01,38346.54296875
2016-10-02,38599.21875
2016-10-03,38412.171875
2016-10-04,38115.5390625
2016-10-05,38230.76953125
2016-10-06,38156.44921875
2016-10-07,38067.27734375
2016-10-08,38414.3515625
2016-10-09,38528.28515625
2016-10-10,38357.078125
2016-10-11,38406.6875
2016-10-12,40155.62890625
2016-10-13,40199.1953125
2016-10-14,40124.43359375
2016-10-15,40243.54296875
2016-10-16,40166.3671875
2016-10-17,40420.28515625
2016-10-18,40306.87109375
2016-10-19,40082.08984375
2016-10-20,39294.91015625
2016-10-21,39344.4296875
2016-10-22,39493.44140625
2016-10-23,41020.75390625
2016-10-24,41070.58984375
2016-10-25,40672.05859375
2016-10-26,40909.54296875
2016-10-27,42617.203125
2016-10-28,43176.12890625
2016-10-29,43433.328125
2016-10-30,44932.66015625
2016-10-31,44237.08984375
2016-11-01,44379.76171875
2016-11-02,46189.15625
2016-11-03,47151.6640625
2016-11-04,43841.2421875
2016-11-05,45343.8046875
2016-11-06,45362.3046875
2016-11-07,45733.73046875
2016-11-08,44800.05859375
2016-11-09,45330.84375
2016-11-10,45956.03515625
2016-11-11,46910.35546875
2016-11-12,47045.30859375
2016-11-13,46286.80859375
2016-11-14,46211.19921875
2016-11-15,46562.078125
2016-11-16,45651.01953125
2016-11-17,48232.2109375
2016-11-18,48049.3125
2016-11-19,48603.97265625
2016-11-20,48606.94921875
2016-11-21,47187.80078125
2016-11-22,47280.8671875
2016-11-23,47896.8046875
2016-11-24,47916.890625
2016-11-25,47731.55859375
2016-11-26,48098.109375
2016-11-27,47704.12109375
2016-11-28,47684.34375
2016-11-29,47761.7578125
2016-11-30,47963.01171875
2016-12-01,47840.72265625
2016-12-02,48472.5
2016-12-03,49747.7890625
2016-12-04,49325.26171875
2016-12-05,49631.78515625
2016-12-06,48400.1875
2016-12-07,48757.12109375
2016-12-08,48570.0546875
2016-12-09,48707.42578125
2016-12-10,48286.9609375
2016-12-11,48394.9609375
2016-12-12,47866.9921875
2016-12-13,47559.35546875
2016-12-14,47247.2421875
2016-12-15,48376.04296875
2016-12-16,48022.6796875
2016-12-17,48713.9765625
2016-12-18,49076.4296875
2016-12-19,49058.8828125
2016-12-20,48996.515625
2016-12-21,49122.390625
2016-12-22,51024.62109375
2016-12-23,52679.46484375
2016-12-24,56246.6171875
2016-12-25,54872.5625
2016-12-26,54882.515625
2016-12-27,55307.5859375
2016-12-28,56793.5078125
2016-12-29,59007.4453125
2016-12-30,58815.31640625
2016-12-31,58850.89453125
2017-01-01,59036.58203125
2017-01-02,61112.86328125
2017-01-03,62571.05859375
2017-01-04,63599.15625
2017-01-05,69808.1953125
2017-01-06,60203.5625
2017-01-07,53809.87890625
2017-01-08,54089.0859375
2017-01-09,54315.1875
2017-01-10,54247.92578125
2017-01-11,54620.2109375
2017-01-12,46365.33203125
2017-01-13,47665.62109375
2017-01-14,49182.1796875
2017-01-15,48764.9453125
2017-01-16,48967.5859375
2017-01-17,49689.32421875
2017-01-18,54045.21875
2017-01-19,52847.05078125
2017-01-20,53700.625
2017-01-21,53429.4375
2017-01-22,55019.765625
2017-01-23,55257.84375
2017-01-24,54172.71484375
2017-01-25,52875.9296875
2017-01-26,53674.45703125
2017-01-27,55385.3125
2017-01-28,54982.52734375
2017-01-29,55117.38671875
2017-01-30,55027.515625
2017-01-31,55084.3984375
2017-02-01,58351.125
2017-02-02,59538.7578125
2017-02-03,60003.44921875
2017-02-04,60864.24609375
2017-02-05,61583.6484375
2017-02-06,60578.51953125
2017-02-07,61252.28515625
2017-02-08,63020.32421875
2017-02-09,63011.92578125
2017-02-10,58691.51171875
2017-02-11,57613.39453125
2017-02-12,58465.27734375
2017-02-13,58386.828125
2017-02-14,57473.02734375
2017-02-15,57426.41796875
2017-02-16,57641.61328125
2017-02-17,59058.953125
2017-02-18,61306.91015625
2017-02-19,61631.2109375
2017-02-20,61078.53515625
2017-02-21,62535.3203125
2017-02-22,64008.140625
2017-02-23,64729.375
2017-02-24,67740.421875
2017-02-25,68436.1015625
2017-02-26,66907.640625
2017-02-27,67861.40625
2017-02-28,68673.15625
2017-03-01,68900.296875
2017-03-02,71314.5859375
2017-03-03,73544.625
2017-03-04,74392.2890625
2017-03-05,73044.7109375
2017-03-06,73780.0625
2017-03-07,74189.6875
2017-03-08,71140.1171875
2017-03-09,67710.171875
2017-03-10,70416.7734375
2017-03-11,65703.0234375
2017-03-12,69252.0859375
2017-03-13,72192.171875
2017-03-14,72513.234375
2017-03-15,73323.84375
2017-03-16,73093.9375
2017-03-17,68191.1796875
2017-03-18,62803.40234375
2017-03-19,55781.1484375
2017-03-20,59510.3984375
2017-03-21,60504.2109375
2017-03-22,64523.66796875
2017-03-23,60663.0703125
2017-03-24,59610.66015625
2017-03-25,53330.61328125
2017-03-26,55464.6015625
2017-03-27,55366.40625
2017-03-28,59461.35546875
2017-03-29,59567.453125
2017-03-30,59014.3046875
2017-03-31,57472.5390625
2017-04-01,60268.14453125
2017-04-02,60768.64453125
2017-04-03,62036.5234375
2017-04-04,64286.58203125
2017-04-05,63565.14453125
2017-04-06,63492.30859375
2017-04-07,66451.0703125
2017-04-08,67120.84375
2017-04-09,67345.21875
2017-04-10,68097.59375
2017-04-11,67783.1796875
2017-04-12,68684.171875
2017-04-13,68019.171875
2017-04-14,65850.71875
2017-04-15,65754.015625
2017-04-16,66053.1171875
2017-04-17,66612.359375
2017-04-18,66760.9921875
2017-04-19,68167.6484375
2017-04-20,68510.796875
2017-04-21,69064.265625
2017-04-22,69010.9765625
2017-04-23,69530.796875
2017-04-24,68272.7265625
2017-04-25,69751.8515625
2017-04-26,71020.140625
2017-04-27,73127.1484375
2017-04-28,75142.8046875
2017-04-29,75007.1015625
2017-04-30,75236.4765625
2017-05-01,76740.7890625
2017-05-02,80963.1875
2017-05-03,82984.5234375
2017-05-04,85504.265625
2017-05-05,89968.3203125
2017-05-06,90154.25
2017-05-07,91466.4765625
2017-05-08,92476.0390625
2017-05-09,100484.171875
2017-05-10,102430.0625
2017-05-11,102303.6171875
2017-05-12,105345.828125
2017-05-13,98291.9375
2017-05-14,102726.453125
2017-05-15,103230.2734375
2017-05-16,98171.4375
2017-05-17,97610.8359375
2017-05-18,103851.0390625
2017-05-19,109182.2578125
2017-05-20,113017.3515625
2017-05-21,117732.859375
2017-05-22,116374.9921875
2017-05-23,124057.640625
2017-05-24,130948.0234375
2017-05-25,137954.234375
2017-05-26,131927.96875
2017-05-27,124115.609375
2017-05-28,116080.171875
2017-05-29,122332.3515625
2017-05-30,127356.3515625
2017-05-31,123748.8046875
2017-06-01,129413.078125
2017-06-02,135462.53125
2017-06-03,141240.5625
2017-06-04,144303.0
2017-06-05,142318.65625
2017-06-06,152304.234375
2017-06-07,162200.3125
2017-06-08,155208.84375
2017-06-09,159833.734375
2017-06-10,161250.921875
2017-06-11,167766.203125
2017-06-12,168382.5625
2017-06-13,152912.671875
2017-06-14,154833.625
